CODE,NAME
18157,гр. Гурково
18160,с. Гурково
18174,с. Гурмазово
18188,с. Гусла
18191,с. Гуслар
18201,с. Гуцал
18215,с. Гъбене
18229,с. Гълъбец
18232,с. Гълъбец
18259,с. Гълъбинци
18263,с. Гълъбник
18277,с. Гълъбово
18280,гр. Гълъбово
18294,с. Гълъбовци
18304,с. Гъмзово
18318,с. Гърбино
18321,с. Гърбище
18335,с. Гърдевци
18349,с. Гърло
18352,с. Гърляно
18366,с. Гърмен
18374,с. Гърнати
18397,с. Гърня
18407,с. Гърчиново
18410,с. Гъсково
18424,с. Гьоврен
18455,с. Гюешево
18469,с. Гюльовца
18486,с. Гюргич
18490,с. Елин Пелин
18505,с. Гложене
18513,с. Горна Биркова
18527,с. Горна Дъбева
18544,с. Главник
18558,с. Горно Кирково
18561,с. Горна Василица
18575,с. Горица
18589,с. Гецово
20027,с. Давери
20033,с. Давидково
20047,с. Давидово
20050,с. Давидово
20064,с. Дагоново
20078,с. Даевци
20081,с. Дайновци
20105,с. Дамяница
20119,с. Дамяново
20153,с. Даскал-Атанасово
20167,с. Даскалово
20184,гр. Две могили
20198,с. Две тополи
20208,с. Дворище
20211,с. Дворище
20225,с. Дебел дял
20242,гр. Дебелец
20256,с. Дебели лаг
20268,с. Дебели рът
20273,с. Дебелт
20287,с. Дебелцово
20290,с. Дебеляново
20300,с. Дебнево
20314,с. Дебово
20328,с. Дебочица
20331,с. Дебрен
20345,с. Дебрене
20359,с. Дебрене
20362,с. Дебръщица
20376,с. Девене
20383,с. Девенци
20393,с. Девесилица
20403,с. Девесилово
20417,с. Деветак
20420,с. Деветаки
20434,с. Деветаците
20448,с. Деветинци
20465,гр. Девин
20479,с. Девино
20482,гр. Девня
20496,с. Дедец
20506,с. Дедина
20514,с. Дединци
20523,с. Дедово
20537,с. Деков
20540,с. Делвино
20554,с. Делвино
20568,с. Делейна
20571,с. Делова махала
20585,с. Делчево
20599,с. Дебелец
20609,с. Делчево
20612,с. Делян
20626,с. Делян
20630,с. Деляновци
20643,с. Денница
20657,с. Денница
20660,с. Денчевци
20674,с. Дервишка могила
20688,с. Дерманци
20701,с. Детелина
20715,с. Дечковци
20729,с. Джамузовци
20732,с. Джанка
20746,гр. Джебел
20755,с. Джелепско
20763,с. Джерман
20777,с. Джерово
20780,с. Джигурово
20804,с. Джинот
20818,с. Джинчовци
20835,с. Джулюница
20849,с. Джулюница
20852,с. Джумриите
20883,с. Джурково
20897,с. Джурово
20907,с. Джуровци
20910,с. Зорница
20938,с. Дибич
20941,с. Дива Слатина
20969,с. Дивеци
20972,с. Дивля
20986,с. Дивотино
20996,с. Дивчовото
21004,с. Диманово
21035,с. Димиевци
21049,с. Димитриево
21052,гр. Димитровград
21066,с. Димитровци
21078,с. Димитровче
21083,с. Победа
21097,гр. Димово
21107,с. Димово
21110,с. Димовци
21124,с. Димовци
21138,с. Димча
21141,с. Димчево
21155,с. Динево
21169,с. Динк
21172,с. Динката
21186,с. Динковица
21193,с. Динково
21209,с. Диня
21213,с. Дирало
21227,с. Дисманица
21230,с. Дичево
21244,с. Дичин
21258,с. Длъгнево
21261,с. Длъгня
21275,с. Длъжка поляна
21289,с. Длъжко
21292,с. Длъхчево-Сабляр
21302,с. Доборско
21316,с. Добравица
21324,с. Добралък
21333,с. Добра поляна
21347,с. Добрева череша
21350,с. Добрево
21364,с. Добревци
21378,с. Добревци
21381,с. Добревци
21395,с. Добрените
21405,с. Добри Войниково
21419,с. Добри дол
21422,с. Добри дол
21436,с. Добри дол
21440,с. Добри дол
21453,с. Добри дял
21467,с. Добри лаки
21470,с. Добрин
21484,с. Добрина
21498,гр. Добринище
21508,с. Добриново
21511,с. Добриново
21525,с. Добринци
21539,с. Добрич
21542,с. Добрич
21556,с. Добровница
21565,с. Доброво
21587,с. Доброглед
21590,с. Добродан
21600,с. Добролево
21614,с. Добромир
21628,с. Добромирка
21631,с. Добромирци
21645,с. Доброплодно
21659,с. Доброселец
21662,с. Доброславци
21676,с. Добростан
21680,с. Добротино
21693,с. Добротица
21703,с. Добротица
21717,с. Добротич
21720,с. Добруджанка
21734,с. Добруша
21748,с. Добърско
21751,с. Добърчин
21779,с. Доганово
21782,с. Дождевица
21796,с. Дойновци
21806,с. Дойранци
21811,с. Дойранци
21823,с. Дойренци
21837,с. Докатичево
21840,с. Доктор Йосифово
21854,с. Докьовци
21868,с. Долен
21871,с. Долен
21885,с. Долене
21899,с. Долен Еневец
21909,с. Долени
21912,гр. Долни чифлик
21926,с. Долец
21937,с. Долец
21943,с. Долие
21957,с. Долина
21960,с. Долина
21974,с. Долистово
21988,с. Долище
21991,с. Долище
22006,гр. Долна баня
22019,с. Долна Бела речка
22023,с. Долна Бешовица
22040,с. Долна Вереница
22054,с. Долна Врабча
22068,с. Долна Градешница
22071,с. Долна Гращица
22085,с. Долна Диканя
22099,с. Долна Златица
22109,с. Долна Кабда
22112,с. Долна Козница
22126,с. Долна Кремена
22134,с. Долна крепост
22143,с. Долна Крушица
22157,с. Долна кула
22160,с. Долна Липница
22174,с. Долна Малина
22191,с. Долна махала
22201,с. Долна Мелна
22215,гр. Долна Митрополия
22229,с. Долна Невля
22232,гр. Долна Оряховица
22246,с. Долна Рибница
22250,с. Долна Рикса
22263,с. Долна Секирна
22277,с. Долна Студена
22280,с. Долна Хубавка
22304,с. Долни Богров
22318,с. Долни Бошняк
22321,с. Долни Вадин
22335,с. Долни Вит
22352,с. Долни Върпища
22375,с. Долни Главанак
22383,с. Долни Дамяновци
22397,с. Долни Драгойча
22407,гр. Долни Дъбник
22410,с. Долни Коритен
22424,с. Долни Лом
22438,с. Долни Луковит
22441,с. Долни Маренци
22455,с. Долни Марян
22469,с. Долни Окол
22472,с. Долни Пасарел
22486,с. Долни Радковци
22490,с. Долни Раковец
22506,с. Долни Романци
22513,с. Долни Танчевци
22527,с. Долни Томчевци
22530,с. Долни Цибър
22544,с. Долни Юруци
22558,с. Долно Абланово
22561,с. Долно Белево
22575,с. Долно Ботево
22589,с. Долно Войводино
22592,с. Долно вършило
22602,с. Долно Драглище
22616,с. Долно Дряново
22633,с. Долно Изворово
22647,с. Долно Камарци
22650,с. Долно Кобиле
22664,с. Долно Козарево
22678,с. Долно Къпиново
22681,с. Левски
22695,с. Долно Линево
22705,с. Долно Луково
22719,с. Долно Новково
22722,с. Долно ново село
22736,с. Долно ново село
22747,с. Долно Озирово
22753,с. Долно Осеново
22767,с. Паничерево
22770,с. Долно поле
22784,с. Долно Прахово
22798,с. Долно Ряхово
22808,с. Долно Сахране
22811,с. Долно село
22825,с. Долноселци
22839,с. Долнослав
22842,с. Долно Спанчево
22856,с. Долно Съдиево
22862,с. Долно Уйно
22873,с. Долно Церовене
22887,с. Долно Черковище
22890,с. Долно Шивачево
22914,с. Долно Ябълково
22928,с. Домище
22931,с. Домлян
22945,с. Дондуково
22959,с. Донино
22962,с. Донкино
22976,с. Донковци
22988,с. Дончево
22993,с. Дончовци
23008,с. Дорково
23011,с. Доситеево
23025,гр. Доспат
23039,с. Доспей
23042,с. Доча
23056,с. Драбишна
23060,с. Драгана
23073,с. Драганица
23087,с. Драгановец
23090,с. Драганово
23100,с. Драганово
23114,с. Драганово
23128,с. Драганово
23131,с. Драгановци
23159,с. Драгановци
23162,с. Драганосковци
23176,с. Драганци
23185,с. Драганчетата
23193,с. Драгаш войвода
23203,с. Драгиевци
23217,с. Драгижево
23220,с. Драгийци
23234,с. Драгиново
23251,с. Драгичево
23265,с. Драгневци
23279,с. Драгневци
23282,с. Драговищица
23296,с. Драговищица
23306,с. Драгово
23323,с. Драгодан
23337,с. Драгоданово
23340,с. Драгоево
23354,с. Драгоил
23385,с. Драгойново
23399,с. Драгойчинци
23409,гр. Драгоман
23412,с. Драгомани
23426,с. Драгомир
23431,с. Драгомирово
23443,с. Драгомирово
23457,с. Драгор
23474,с. Драготинци
23488,с. Драгуш
23491,с. Драгушиново
23501,с. Дражево
23515,с. Дражинци
23529,с. Драка
23532,с. Драката
23546,с. Дралфа
23557,с. Драма
23563,с. Дрангово
23577,с. Дрангово
23580,с. Дрангово
23594,с. Драндарите
23604,с. Драчево
23618,с. Драшан
23621,с. Драшкова поляна
23635,с. Дреатин
23649,с. Дрен
23652,с. Дренково
23666,с. Дренов
23672,с. Дреновец
23683,с. Дреновица
23697,с. Дреново
23707,с. Дреново
23710,с. Дрента
23724,с. Дренци
23738,с. Дриново
23741,с. Дрипчево
23755,с. Дропла
23769,с. Дропла
23786,с. Дружба
23798,с. Дружево
23803,с. Дружинци
23813,с. Друмево
23827,с. Друмохар
23830,с. Друмче
23844,с. Дръмша
23858,с. Дръндар
23875,с. Дрянка
23889,с. Дрянковец
23892,с. Дрянова глава
23902,с. Дряновец
23916,с. Дряновец
23929,с. Дряновец
23933,с. Дряновец
23947,гр. Дряново
23950,с. Дряново
23964,с. Дряново
23978,с. Дряново
24000,с. Дуванлии
24013,с. Капитан Петко войвода
24027,с. Дуковци
24030,гр. Дулово
24044,с. Дунавец
24058,с. Дунавци
24061,гр. Дунавци
24075,с. Дунавци
24089,с. Дунево
24092,с. Бели Лом
24102,с. Дуранкулак
24116,с. Лудогорци
24126,с. Дуровци
24133,с. Дурча
24150,с. Духовец
24164,с. Душанци
24178,с. Душево
24181,с. Душевски колиби
24195,с. Душинково
24205,с. Душинци
24219,с. Душка
24236,с. Дъбен
24241,с. Дъбене
24253,с. Дъбник
24267,с. Дъбница
24270,с. Дъбова
24284,с. Дъбова
24298,с. Дъбова махала
24308,с. Дъбован
24311,с. Дъбовец
24325,с. Долна Дъбева
24339,с. Дъбовик
24342,с. Дъбово
24356,с. Дъбово
24367,с. Дъбрава
24373,с. Дъбрава
24387,с. Дъбрава
24390,с. Дъбравата
24400,с. Дъбравино
24414,с. Дъбравите
24428,с. Дъбравица
24431,с. Дъбравка
24445,с. Дъждино
24459,с. Дъждовник
24462,с. Дъждовница
24476,с. Дълбок дол
24482,с. Дълбоки
24493,с. Дълбок извор
24517,с. Дълга лука
24520,с. Дългач
24534,с. Дълги дел
24548,с. Дълги припек
24551,с. Дългоделци
24565,гр. Дългопол
24579,с. Дълго поле
24582,с. Дълго поле
24596,с. Дънгово
24606,с. Дървари
24623,с. Държава
24637,с. Държавен
24640,с. Държаница
24654,с. Дърлевци
24668,с. Дърманци
24671,с. Дъскарите
24685,с. Дъскот
24699,с. Дъскотна
24712,с. Дюлево
24726,с. Дюлево
24739,с. Дюлино
24743,с. Дюлица
24757,с. Дюля
24760,с. Дядово
24774,с. Дядовско
24788,с. Дядовци
24791,с. Дяково
24829,с. Дянково
24832,с. Друган
24854,с. Думници
24880,с. Дедино
24894,с. Долна Василица
24921,с. Драгомъж
24935,с. Дисевица
24949,с. Долно Големанци
24952,с. Дуня
24966,с. Девинци
27019,с. Евлогиево
27022,с. Евренозово
27036,с. Егрек
27043,с. Егълница
27067,с. Единаковци
27070,с. Едрево
27084,с. Ездимирци
27108,с. Езерец
27111,с. Езеро
27125,с. Езерово
27139,с. Езерово
27156,с. Езерче
27169,с. Екзарх Антимово
27173,с. Екзарх Йосиф
27190,гр. Елена
27200,с. Елена
27214,с. Еленино
27228,с. Еленов дол
27231,с. Еленово
27245,с. Еленово
27259,с. Еленово
27262,с. Еленска
27276,с. Еленците
27293,с. Елешница
27303,гр. Елин Пелин
27317,с. Елисейна
27320,с. Еловдол
27334,с. Елов дол
27348,с. Еловица
27351,с. Еловица
27365,с. Елховец
27379,с. Елхово
27382,гр. Елхово
27406,с. Елшица
27415,с. Ельово
27423,с. Емен
27440,с. Белодол
27454,с. Емона
27468,с. Енево
27471,с. Енево
27485,с. Енев рът
27499,с. Енина
27509,с. Еница
27512,с. Енчец
27526,с. Енчовци
27543,с. Еньовче
27557,с. Ерден
27574,с. Еремия
27588,с. Ерма река
27591,с. Еровете
27601,с. Ерул
27615,с. Есен
27629,с. Есеница
27632,гр. Етрополе
27656,с. Ефрейтор Бакалово
27663,с. Ефрем
27677,с. Езерото
27680,с. Едрино
29012,с. Жабляно
29026,с. Жабокрът
29035,с. Жегларци
29043,с. Жеглица
29060,с. Жедна
29074,с. Железари
29091,с. Железарци
29101,с. Железино
29115,с. Железна
29129,с. Железник
29132,с. Железник
29146,с. Железница
29150,с. Железница
29163,с. Желен
29177,с. Желъд
29180,с. Желъдово
29194,с. Желю войвода
29204,с. Желява
29218,с. Желязковец
29221,с. Момина църква
29235,с. Желязно
29249,с. Желязово
29252,с. Женда
29266,с. Жеравино
29283,с. Жеравна
29297,с. Жерговец
29310,с. Жернов
29324,с. Живко
29338,с. Живково
29341,с. Живково
29372,с. Жижево
29386,с. Жиленци
29391,с. Жилино
29407,с. Жинзифово
29413,с. Житарник
29430,с. Житен
29444,с. Житен
29458,с. Житница
29461,с. Житница
29475,с. Житница
29489,с. Житница
29492,с. Житосвят
29502,с. Жребево
29516,с. Жребино
29522,с. Жребичко
29533,с. Жълт бряг
29547,с. Жълтеш
29550,с. Жълти бряг
29564,с. Жълти рид
29581,с. Жълт камък
29595,с. Жълтопоп
29605,с. Жълтуша
29619,с. Жълтика
29622,с. Житуша
30017,с. Забел
30020,с. Заберново
30034,с. Забърдо
30048,с. Завала
30051,с. Завет
30065,гр. Завет
30079,с. Заветно
30082,с. Завидовци
30096,с. Завой
30106,с. Завоя
30119,с. Загоре
30137,с. Загориче
30140,с. Загорски
30154,с. Загорско
30168,с. Загорци
30171,с. Загорци
30185,с. Загорци
30199,с. Загражден
30209,с. Загражден
30212,с. Задруга
30226,с. Заевите
30234,с. Заимчево
30243,с. Зайчар
30257,с. Зайчари
30260,с. Зайчино
30274,с. Зайчино ореше
30291,с. Замфир
30301,с. Замфирово
30329,с. Заноге
30332,с. Зараево
30346,с. Зарник
30350,с. Заселе
30363,с. Засмяно
30377,с. Зафирово
30380,с. Могилино
30394,с. Захари Стояново
30404,с. Захари Стояново
30418,с. Зая
30421,с. Звегор
30435,с. Звезда
30449,с. Звезда
30452,с. Звездел
30466,с. Звезделина
30475,с. Звезден
30483,с. Звездец
30497,с. Звездица
30507,с. Звенимир
30510,с. Зверино
30524,с. Звиница
30538,с. Звънарка
30541,с. Звънарци
30555,с. Звънец
30569,с. Звъника
30572,с. Звъничево
30586,с. Звънче
30590,с. Згалево
30606,с. Згориград
30613,с. Згурово
30627,с. Здравец
30630,с. Здравец
30644,с. Здравец
30658,с. Здравец
30661,с. Здравковец
30675,с. Здравчец
30689,с. Зебил
30692,с. Зелена морава
30702,с. Зелендол
30716,с. Зелениград
30721,с. Зеленик
30733,с. Зеленика
30747,с. Зелениково
30750,с. Зелениково
30764,с. Зелено дърво
30778,гр. Земен
30781,с. Земенци
30795,с. Землен
30805,с. Зетьово
30819,с. Зетьово
30822,с. Зидарово
30836,с. Зидарци
30847,с. Зимевица
30853,с. Зимен
30867,с. Зимзелен
30870,с. Зимница
30884,с. Зимница
30898,с. Зимница
30908,с. Зимовина
30911,с. Зиморница
30942,с. Златар
30956,с. Златари
30962,гр. Златарица
30973,с. Златевци
30990,с. Злати войвода
31005,с. Златина
31019,с. Златиница
31022,с. Златирът
31036,с. Златитрап
31044,гр. Златица
31053,с. Златия
31067,с. Златия
31070,с. Златна ливада
31084,с. Златна нива
31098,с. Златна Панега
31108,с. Златовръх
31111,гр. Златоград
31125,с. Златоклас
31139,с. Златолист
31142,с. Златолист
31156,с. Златополе
31160,с. Златосел
31173,с. Златоустово
31187,с. Златуша
31190,с. Злидол
31200,с. Злогош
31214,с. Злокучене
31228,с. Злокучене
31245,с. Змеево
31259,с. Змеица
31262,с. Змейно
31276,с. Змейово
31285,с. Змиево
31293,с. Знаменосец
31303,с. Зограф
31317,с. Зойчене
31334,с. Зорница
31348,с. Зорница
31351,с. Зорница
31365,с. Зорница
31379,с. Зорница
31396,с. Зърнево
31406,с. Зарица
31416,с. Звездица
31423,с. Здравец
31841,с. Чучур
32010,с. Ивайло
32024,гр. Ивайловград
32038,с. Иван Вазово
32041,с. Иван Димов
32055,с. Иванивановци
32069,с. Иванили
32072,с. Иванковци
32086,с. Иваново
32095,с. Иваново
32100,с. Иваново
32113,с. Иваново
32127,с. Ивановци
32130,с. Ивановци
32144,с. Ивановци
32158,с. Ивански
32161,с. Иванци
32175,с. Иванча
32189,с. Иванча
32192,с. Иван Шишманово
32216,с. Иваняне
32226,с. Иганово
32233,с. Иглика
32250,с. Иглика
32264,с. Иглика
32278,гр. Игнатиево
32281,с. Игнатица
32295,с. Игнатово
32305,с. Игнатовци
32319,с. Игнатовци
32322,с. Игралище
32336,с. Идилево
32341,с. Избеглии
32353,с. Избул
32367,с. Извор
32370,с. Извор
32384,с. Извор
32398,с. Нови извор
32408,с. Извор
32411,с. Извор
32425,с. Изворище
32439,с. Извор махала
32442,с. Изворник
32456,с. Изворово
32467,с. Изворово
32473,с. Изворово
32487,с. Изворово
32490,с. Изворско
32500,с. Изворче
32514,с. Изгрев
32528,с. Изгрев
32531,с. Изгрев
32545,с. Изгрев
32559,с. Изгрев
32562,с. Изгрев
32576,с. Изгрев
32582,с. Източник
32593,с. Илаков рът
32603,с. Смолево
32617,с. Илевци
32620,с. Илийно
32634,с. Илийско
32648,с. Илинден
32651,с. Илинден
32665,с. Илинденци
32679,с. Илиница
32682,с. Илиювци
32696,с. Илия
32706,с. Илия Блъсково
32723,с. Имренчево
32737,с. Индже войвода
32740,с. Генерал Инзово
32754,с. Иново
32768,с. Иречек
32771,с. Иречеково
32785,с. Иринеци
32799,с. Ирник
32809,с. Искра
32812,с. Искра
32826,с. Искра
32839,с. Искра
32843,с. Искрец
32857,с. Искрица
32860,с. Искър
32874,гр. Исперих
32888,с. Исперихово
32891,с. Исьовци
32901,гр. Ихтиман
32915,с. Ичера
32929,с. Иваново
32946,с. Искра
34014,с. Йерусалимово
34028,с. Йоаким Груево
34045,с. Йовково
34062,с. Йововци
34076,с. Йовчевци
34093,с. Йоглав
34103,с. Йонково
34117,с. Йончово
34120,с. Елешница
34134,с. Йорданово
35016,с. Светлен
35028,с. Кабиле
35033,гр. Каблешково
35047,с. Каблешково
35050,с. Каблешково
35064,гр. Каварна
35078,с. Кавлак
35081,с. Кавракирово
35095,с. Кадиево
35105,с. Сушица
35119,с. Кадровица
35136,с. Невестино
35143,с. Казак
35153,с. Казанка
35167,гр. Казанлък
35184,с. Казаците
35198,с. Казачево
35208,с. Казашка река
35211,с. Казашко
35225,с. Казимир
35239,с. Казичене
35242,с. Кайнарджа
35269,с. Калайджиево
35273,с. Калайджии
35290,с. Калейца
35300,с. Калековец
35314,с. Кален
35328,с. Каленик
35331,с. Каленик
35345,с. Каленовци
35362,с. Калиманци
35376,с. Калиманци
35384,с. Калина
35393,с. Калина
35403,с. Калинка
35417,с. Калино
35420,с. Калитиново
35434,с. Калище
35448,с. Калнище
35451,с. Калово
35465,с. Каломен
35479,с. Калотина
35482,с. Калотинци
35496,гр. Калофер
35506,с. Калоян
35515,с. Калояновец
35523,с. Калояново
35537,с. Калояново
35540,с. Калоянци
35554,с. Калугерене
35571,с. Калугерово
35585,с. Калугерово
35599,с. Калугерово
35609,с. Калчево
35626,с. Калчовци
35630,с. Камбелевци
35643,с. Камбурово
35657,с. Камен
35660,с. Камен
35674,с. Камен
35688,с. Камена
35701,с. Каменар
35715,с. Каменар
35729,с. Каменари
35732,с. Каменарци
35746,с. Камен бряг
35756,с. Камен връх
35777,с. Камен дял
35780,с. Каменец
35794,с. Каменец
35804,с. Каменик
35818,с. Каменица
35821,с. Каменица
35835,с. Каменичка Скакавица
35849,с. Каменка
35866,с. Каменна река
35871,с. Каменна Рикса
35883,гр. Камено
35897,с. Каменово
35907,с. Каменово
35910,с. Камено поле
35938,с. Каменци
35955,с. Каменяк
35969,с. Каменяк
35972,с. Каменяне
35986,с. Камещица
35997,с. Камилски дол
36004,с. Камчия
36021,с. Кандилка
36035,с. Кандови
36049,с. Каниц
36052,с. Кантари
36066,с. Каняк
36079,гр. Каолиново
36083,с. Капатово
36107,с. Къпиново
36110,с. Капитан Андреево
36124,с. Капитан Димитриево
36138,с. Капитан Димитрово
36141,с. Капитановци
36155,с. Капитан Петко
36169,с. Капище
36172,с. Карабунар
36186,с. Каравелово
36194,с. Каравелово
36200,с. Каравелово
36213,с. Каравельово
36227,с. Карагеоргиево
36230,с. Караджалово
36244,с. Караджово
36261,с. Караиванца
36275,с. Караиванци
36289,с. Караисен
36292,с. Карали
36302,с. Караманите
36316,с. Караманово
36325,с. Караманци
36333,с. Кара Михал
36347,с. Карамичевци
36350,с. Карамфил
36364,с. Каран Върбовка
36378,с. Карандили
36381,с. Караново
36395,с. Караново
36405,с. Каранци
36419,с. Карапелит
36422,с. Караполци
36436,с. Караш
36440,с. Карбинци
36453,с. Карвуна
36467,с. Кардам
36470,с. Кардам
36484,с. Карлиево
36498,гр. Карлово
36508,с. Карловско
36511,с. Карлуково
36525,гр. Карнобат
36556,с. Касапско
36566,с. Касилаг
36573,с. Каснаково
36587,гр. Каспичан
36590,с. Каспичан
36600,с. Кастел
36614,с. Катерица
36628,с. Катранджии
36631,с. Катраница
36659,с. Катрище
36662,с. Катунец
36676,с. Катуница
36681,с. Катунище
36693,с. Катунци
36703,с. Кацелово
36717,с. Качулка
36720,с. Кашенци
36734,с. Кашина
36748,с. Каялоба
36751,с. Керека
36765,с. Керените
36779,гр. Кермен
36782,с. Кесарево
36796,с. Кестен
36806,с. Кестеново
36823,с. Киевци
36837,гр. Килифарево
36854,с. Кипилово
36868,с. Кипра
36871,с. Киревци
36885,с. Киреево
36899,с. Кирилово
36909,с. Кирилово
36926,с. Кирково
36938,с. Кирово
36943,с. Кирчево
36957,с. Киселево
36960,с. Киселица
36974,с. Киселчово
36988,с. Киселковци
36991,с. Кисийците
37006,с. Кисьовци
37010,с. Китанчево
37023,гр. Китен
37037,с. Китен
37040,с. Китино
37068,с. Китка
37071,с. Китна
37085,с. Китница
37099,с. Кичево
37109,с. Киченица
37126,с. Кладенец
37135,с. Кладенец
37143,с. Кладенци
37157,с. Кладенци
37160,с. Кладни дял
37174,с. Кладница
37188,с. Кладоруб
37191,с. Клепало
37201,с. Кликач
37215,с. Климаш
37229,с. Климент
37232,с. Климент
37246,с. Климентово
37263,с. Клисура
37277,гр. Клисура
37280,с. Клисура
37294,с. Клисура
37304,с. Клисурица
37318,ман. Клисурски манастир
37321,с. Клокотница
37335,с. Клъшка река
37349,с. Ключ
37352,с. Кметовци
37366,с. Кметчета
37376,гр. Кнежа
37383,с. Книжовник
37397,с. Княжева махала
37407,с. Княжево
37410,с. Кобилино
37424,с. Кобиляк
37438,с. Кобиляне
37455,с. Ковач
37469,с. Ковачевец
37472,с. Ковачевица
37486,с. Ковачево
37491,с. Ковачево
37507,с. Ковачево
37513,с. Ковачевци
37527,с. Ковачевци
37530,с. Ковачите
37544,с. Ковачица
37558,с. Ковил
37561,с. Коевци
37575,с. Коевци
37592,с. Кожари
37602,с. Кожинци
37616,с. Кожлювци
37622,с. Кожухарци
37633,с. Козаново
37647,с. Козар Белене
37650,с. Козаре
37664,с. Козаревец
37678,с. Козаревец
37681,с. Козарево
37695,с. Козарка
37705,с. Козарско
37722,с. Кози рог
37736,с. Козица
37748,с. Козица
37753,с. Козичино
37767,с. Козлево
37770,с. Козлец
37784,с. Козловец
37798,гр. Козлодуй
37808,с. Козлодуйци
37811,с. Козма презвитер
37825,с. Козница
37839,с. Козяк
37842,с. Козя река
37856,с. Коиловци
37863,гр. Койнаре
37890,с. Койчовци
37914,с. Кокаляне
37928,с. Кокиче
37945,с. Кокорово
37959,с. Кокорци
37962,с. Кокошане
37976,с. Колари
37989,с. Коларово
37993,с. Коларово
38008,с. Коларово
38011,с. Коларово
38025,с. Коларци
38039,с. Колена
38042,с. Колец
38056,с. Колибите
38060,с. Колишовци
38073,с. Колобър
38090,с. Колю Ганев
38100,с. Колю Мариново
38114,с. Комарево
38128,с. Комарево
38131,с. Комарево
38145,с. Комарево
38159,с. Комощица
38162,с. Комунари
38176,с. Комунига
38186,с. Комщица
38193,с. Конак
38203,с. Конаре
38217,с. Конаре
38220,с. Конарско
38234,с. Конарското
38248,с. Кондово
38251,с. Кондолово
38265,с. Кондофрей
38279,с. Коневец
38282,с. Конево
38296,с. Конево
38306,с. Конево
38317,с. Конници
38323,с. Коноп
38337,с. Константин
38340,с. Константиновец
38354,с. Константиново
38368,с. Константиново
38371,с. Контил
38385,с. Конуш
38399,с. Конуш
38409,с. Конче
38426,с. Коньово
38432,с. Коняво
38460,с. Копаница
38474,с. Копиловци
38488,с. Копиловци
38491,с. Копитник
38501,с. Копрец
38515,с. Коприва
38529,с. Копривец
38532,с. Копривлен
38558,гр. Копривщица
38563,с. Копринка
38577,с. Копчелиите
38580,с. Корен
38594,с. Кориите
38604,с. Коритата
38618,с. Коритен
38621,с. Корията
38635,с. Коркина
38652,с. Кормянско
38666,с. Корница
38683,с. Кортен
38697,с. Кос
38707,с. Косара
38710,с. Косарка
38724,с. Косача
38738,с. Косевци
38741,с. Косилка
38769,с. Косовец
38772,с. Косово
38786,с. Косово
38799,с. Косово
38804,с. Косово
38813,с. Костадините
38830,с. Костанденец
38844,гр. Костандово
38858,с. Коста Перчево
38861,с. Костел
38875,с. Костелево
38889,с. Костен
38892,с. Костена река
38902,гр. Костенец
38916,с. Костенец
38920,с. Костенковци
38933,с. Костенци
38947,с. Кости
38950,с. Костиево
38964,с. Костилково
38978,гр. Костинброд
38981,с. Костино
38995,с. Костичовци
39001,с. Костур
39013,с. Костурино
39027,с. Костуринци
39030,гр. Котел
39044,с. Котеновци
39058,с. Котлари
39061,с. Котленци
39075,с. Котуци
39089,с. Кочан
39092,с. Кочани
39102,с. Кочево
39116,гр. Кочериново
39127,с. Кочмар
39133,с. Кочово
39147,с. Кошава
39150,с. Кошарево
39164,с. Кошарица
39178,с. Кошарна
39181,с. Кошница
39195,с. Кошничари
39205,с. Кошов
39222,с. Кравино
39236,с. Краводер
39242,с. Крагулево
39267,с. Краево
39270,с. Краище
39284,с. Краище
39298,с. Крайгорци
39311,с. Крайна
39325,с. Крайни дол
39339,с. Крайници
39342,с. Крайно село
39356,с. Крайново
39368,с. Крайполе
39373,с. Кракра
39387,с. Кралев дол
39390,с. Кралево
39400,с. Кралево
39428,с. Крали Марко
39431,с. Крамолин
39445,с. Кран
39459,с. Кранево
39462,с. Краново
39483,с. Крапец
39493,с. Крапец
39503,с. Крапчене
39517,с. Красава
39520,с. Красен
39534,с. Красен
39548,с. Красен дол
39551,с. Красимир
39565,с. Красино
39579,с. Красново
39582,с. Красно градище
39596,с. Красноселци
39606,с. Крачимир
39614,с. Кремен
39623,с. Кремена
39637,с. Кремене
39640,с. Кременик
39668,с. Крепост
39671,с. Крепча
39685,с. Креслювци
39699,с. Стара Кресна
39709,с. Крета
39712,с. Крета
39726,с. Крибул
39730,с. Крива бара
39743,с. Крива бара
39757,с. Крива круша
39760,с. Крива река
39788,с. Кривина
39791,с. Кривина
39801,с. Кривини
39815,с. Кривица
39829,с. Кривня
39832,с. Кривня
39846,гр. Криводол
39855,с. Кривонос
39863,с. Криво поле
39877,с. Крилатица
39880,с. Крилювци
39894,с. Крин
39918,с. Крислово
39921,гр. Кричим
39935,с. Кромидово
39949,с. Крояч
39952,с. Кроячево
39966,с. Крум
39970,гр. Крумовград
39983,с. Крумово
39997,с. Крумово
40004,с. Крумово
40018,с. Крумово
40021,с. Крумово градище
40035,с. Крумчевци
40049,с. Крупен
40052,с. Крупник
40066,с. Круша
40070,с. Круша
40083,с. Крушаре
40097,с. Крушари
40110,с. Крушев дол
40124,с. Крушевец
40138,с. Крушево
40141,с. Крушево
40155,с. Крушево
40169,с. Крушевска
40172,с. Крушето
40186,с. Крушка
40195,с. Крушовене
40200,с. Крушовица
