postal_code,location,manuplicity,admin_center
5038,БОЙЧОВЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3517,БОКИЛОВЦИ,БЕРКОВИЦА,МОНТАНА
5340,БОЛТАТА,ГАБРОВО,ГАБРОВО
4132,БОЛЯРИНО,РАКОВСКИ,ПЛОВДИВ
8720,БОЛЯРОВО,БОЛЯРОВО,ЯМБОЛ
6474,БОЛЯРСКИ ИЗВОР,ХАРМАНЛИ,ХАСКОВО
8631,БОЛЯРСКО,ТУНДЖА,ЯМБОЛ
9124,БОЛЯРЦИ,АВРЕН,ВАРНА
6681,БОЛЯРЦИ,КЪРДЖАЛИ,КЪРДЖАЛИ
4114,БОЛЯРЦИ,САДОВО,ПЛОВДИВ
9472,БОНЕВО,ТЕРВЕЛ,ДОБРИЧ
4233,БОР,АСЕНОВГРАД,ПЛОВДИВ
4144,БОРЕЦ,БРЕЗОВО,ПЛОВДИВ
4961,БОРИЕ,РУДОЗЕМ,СМОЛЯН
2064,БОРИКА,ИХТИМАН,СОФИЯ
4926,БОРИКА,МАДАН,СМОЛЯН
5335,БОРИКИ,ГАБРОВО,ГАБРОВО
4762,БОРИКОВО,СМОЛЯН,СМОЛЯН
3838,БОРИЛОВЕЦ,БОЙНИЦА,ВИДИН
6046,БОРИЛОВО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
5672,БОРИМА,ТРОЯН,ЛОВЕЧ
4464,БОРИМЕЧКОВО,ЛЕСИЧОВО,ПАЗАРДЖИК
4824,БОРИНО,БОРИНО,СМОЛЯН
4905,БОРИНОВО,МАДАН,СМОЛЯН
8999,БОРИНЦИ,КОТЕЛ,СЛИВЕН
5889,БОРИСЛАВ,ПОРДИМ,ПЛЕВЕН
6478,БОРИСЛАВЦИ,МАДЖАРОВО,ХАСКОВО
8731,БОРИСОВО,ЕЛХОВО,ЯМБОЛ
7064,БОРИСОВО,СЛИВО ПОЛЕ,РУСЕ
2407,БОРНАРЕВО,РАДОМИР,ПЕРНИК
8898,БОРОВ ДОЛ,ТВЪРДИЦА,СЛИВЕН
3240,БОРОВАН,БОРОВАН,ВРАЦА
2626,БОРОВЕЦ,КОЧЕРИНОВО,КЮСТЕНДИЛ
2010,БОРОВЕЦ,САМОКОВ,СОФИЯ
4923,БОРОВИНА,МАДАН,СМОЛЯН
6790,БОРОВИЦА,АРДИНО,КЪРДЖАЛИ
3955,БОРОВИЦА,БЕЛОГРАДЧИК,ВИДИН
2884,БОРОВИЧЕНЕ,ПЕТРИЧ,БЛАГОЕВГРАД
7174,БОРОВО,БОРОВО,РУСЕ
2904,БОРОВО,ГОЦЕ ДЕЛЧЕВ,БЛАГОЕВГРАД
4243,БОРОВО,ЛЪКИ,ПЛОВДИВ
6070,БОРОВО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
6698,БОРОВСКО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
3528,БОРОВЦИ,БЕРКОВИЦА,МОНТАНА
5333,БОРСКОТО,ГАБРОВО,ГАБРОВО
6187,БОРУЩИЦА,МЪГЛИЖ,СТАРА ЗАГОРА
9752,БОРЦИ,ВЕНЕЦ,ШУМЕН
9255,БОРЯНА,ДЪЛГОПОЛ,ВАРНА
5084,БОСЕВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
6697,БОСИЛИЦА,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
4945,БОСИЛКОВО,БАНИТЕ,СМОЛЯН
8446,БОСИЛКОВО,СУНГУРЛАРЕ,БУРГАС
7128,БОСИЛКОВЦИ,БЯЛА,РУСЕ
7533,БОСНА,СИТОВО,СИЛИСТРА
2345,БОСНЕК,ПЕРНИК,ПЕРНИК
3952,БОСТАНИТЕ,ЧУПРЕНЕ,ВИДИН
6716,БОСТАНЦИ,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
4745,БОСТИНА,СМОЛЯН,СМОЛЯН
2140,БОТЕВГРАД,БОТЕВГРАД,СОФИЯ
9159,БОТЕВО,АКСАКОВО,ВАРНА
3746,БОТЕВО,ВИДИН,ВИДИН
3634,БОТЕВО,ВЪЛЧЕДРЪМ,МОНТАНА
8638,БОТЕВО,ТУНДЖА,ЯМБОЛ
3353,БОТЕВО,ХАЙРЕДИН,ВРАЦА
7125,БОТРОВ,БЯЛА,РУСЕ
3046,БОТУНЯ,КРИВОДОЛ,ВРАЦА
6589,БОТУРЧЕ,ИВАЙЛОВГРАД,ХАСКОВО
2483,БОХОВА,ТРЪН,ПЕРНИК
5891,БОХОТ,ПЛЕВЕН,ПЛЕВЕН
5035,БОЧКОВЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
4481,БОШУЛЯ,СЕПТЕМВРИ,ПАЗАРДЖИК
8640,БОЯДЖИК,ТУНДЖА,ЯМБОЛ
9771,БОЯН,ВЕНЕЦ,ШУМЕН
6374,БОЯН БОТЕВО,МИНЕРАЛНИ БАНИ,ХАСКОВО
9147,БОЯНА,ВЪЛЧИ ДОЛ,ВАРНА
3832,БОЯНОВО,ГРАМАДА,ВИДИН
8730,БОЯНОВО,ЕЛХОВО,ЯМБОЛ
5041,БОЯНОВЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
4246,БОЯНЦИ,АСЕНОВГРАД,ПЛОВДИВ
7568,БРАДВАРИ,СИЛИСТРА,СИЛИСТРА
7855,БРАКНИЦА,ПОПОВО,ТЪРГОВИЩЕ
2251,БРАКЬОВЦИ,ГОДЕЧ,СОФИЯ
4109,БРАНИПОЛЕ,РОДОПИ,ПЛОВДИВ
6463,БРАНИЦА,ХАРМАНЛИ,ХАСКОВО
9967,БРАНИЧЕВО,КАОЛИНОВО,ШУМЕН
9361,БРАНИЩЕ,ДОБРИЧ,ДОБРИЧ
5041,БРАНКОВЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3824,БРАНКОВЦИ,ГРАМАДА,ВИДИН
8983,БРАТАН,КОТЕЛ,СЛИВЕН
4412,БРАТАНИЦА,ПАЗАРДЖИК,ПАЗАРДЖИК
8111,БРАТОВО,БУРГАС,БУРГАС
7764,БРАТОВО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
2222,БРАТУШКОВО,СЛИВНИЦА,СОФИЯ
6250,БРАТЯ ДАСКАЛОВИ,БРАТЯ ДАСКАЛОВИ,СТАРА ЗАГОРА
6057,БРАТЯ КУНЧЕВИ,СТАРА ЗАГОРА,СТАРА ЗАГОРА
4579,БРАЦИГОВО,БРАЦИГОВО,ПАЗАРДЖИК
5862,БРЕГАРЕ,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
6878,БРЕГОВО,КИРКОВО,КЪРДЖАЛИ
3790,БРЕГОВО,БРЕГОВО,ВИДИН
6850,БРЕЖАНА,ДЖЕБЕЛ,КЪРДЖАЛИ
2750,БРЕЖАНИ,СИМИТЛИ,БЛАГОЕВГРАД
5360,БРЕЖНИЦИТЕ,ТРЯВНА,ГАБРОВО
4959,БРЕЗА,РУДОЗЕМ,СМОЛЯН
4849,БРЕЗЕ,ДЕВИН,СМОЛЯН
2278,БРЕЗЕ,СВОГЕ,СОФИЯ
6792,БРЕЗЕН,АРДИНО,КЪРДЖАЛИ
2360,БРЕЗНИК,БРЕЗНИК,ПЕРНИК
2972,БРЕЗНИЦА,ГОЦЕ ДЕЛЧЕВ,БЛАГОЕВГРАД
2385,БРЕЗНИШКИ ИЗВОР,БРЕЗНИК,ПЕРНИК
2292,БРЕЗОВДОЛ,СВОГЕ,СОФИЯ
4160,БРЕЗОВО,БРЕЗОВО,ПЛОВДИВ
5083,БРЕЗОВО,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5721,БРЕЗОВО,ТЕТЕВЕН,ЛОВЕЧ
5834,БРЕНИЦА,КНЕЖА,ПЛЕВЕН
7649,БРЕНИЦА,ТУТРАКАН,СИЛИСТРА
5971,БРЕСТ,ГУЛЯНЦИ,ПЛЕВЕН
2558,БРЕСТ,ТРЕКЛЯНО,КЮСТЕНДИЛ
9290,БРЕСТАК,ВЪЛЧИ ДОЛ,ВАРНА
2072,БРЕСТАКА,МИРКОВО,СОФИЯ
5992,БРЕСТЕ,ЧЕРВЕН БРЯГ,ПЛЕВЕН
4107,БРЕСТНИК,РОДОПИ,ПЛОВДИВ
9484,БРЕСТНИЦА,ТЕРВЕЛ,ДОБРИЧ
5761,БРЕСТНИЦА,ЯБЛАНИЦА,ЛОВЕЧ
6194,БРЕСТОВА,МЪГЛИЖ,СТАРА ЗАГОРА
7331,БРЕСТОВЕНЕ,ЗАВЕТ,РАЗГРАД
5884,БРЕСТОВЕЦ,ПЛЕВЕН,ПЛЕВЕН
7177,БРЕСТОВИЦА,БОРОВО,РУСЕ
4224,БРЕСТОВИЦА,РОДОПИ,ПЛОВДИВ
5551,БРЕСТОВО,ЛОВЕЧ,ЛОВЕЧ
2735,БРЕСТОВО,СИМИТЛИ,БЛАГОЕВГРАД
6442,БРОД,ДИМИТРОВГРАД,ХАСКОВО
8282,БРОДИЛОВО,ЦАРЕВО,БУРГАС
6737,БРОШ,КЪРДЖАЛИ,КЪРДЖАЛИ
3680,БРУСАРЦИ,БРУСАРЦИ,МОНТАНА
6488,БРУСЕВЦИ,МАДЖАРОВО,ХАСКОВО
2185,БРУСЕН,ЕТРОПОЛЕ,СОФИЯ
3126,БРУСЕН,МЕЗДРА,ВРАЦА
6595,БРУСИНО,ИВАЙЛОВГРАД,ХАСКОВО
2372,БРУСНИК,БРЕЗНИК,ПЕРНИК
5342,БРЪНЕЦИТЕ,ГАБРОВО,ГАБРОВО
5081,БРЪЧКОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
7069,БРЪШЛЕН,СЛИВО ПОЛЕ,РУСЕ
8163,БРЪШЛЯН,МАЛКО ТЪРНОВО,БУРГАС
5844,БРЪШЛЯНИЦА,ПЛЕВЕН,ПЛЕВЕН
4821,БРЪЩЕН,ДОСПАТ,СМОЛЯН
6929,БРЯГОВЕЦ,КРУМОВГРАД,КЪРДЖАЛИ
5152,БРЯГОВИЦА,СТРАЖИЦА,ВЕЛИКО ТЪРНОВО
4294,БРЯГОВО,ПЪРВОМАЙ,ПЛОВДИВ
6355,БРЯГОВО,ХАСКОВО,ХАСКОВО
6434,БРЯСТ,ДИМИТРОВГРАД,ХАСКОВО
8113,БРЯСТОВЕЦ,БУРГАС,БУРГАС
9647,БРЯСТОВО,БАЛЧИК,ДОБРИЧ
6345,БРЯСТОВО,МИНЕРАЛНИ БАНИ,ХАСКОВО
8935,БРЯСТОВО,НОВА ЗАГОРА,СЛИВЕН
6582,БУБИНО,ИВАЙЛОВГРАД,ХАСКОВО
2844,БУДИЛЦИ,КРЕСНА,БЛАГОЕВГРАД
6159,БУЗОВГРАД,КАЗАНЛЪК,СТАРА ЗАГОРА
2060,БУЗЯКОВЦИ,ИХТИМАН,СОФИЯ
9756,БУЙНОВИЦА,ВЕНЕЦ,ШУМЕН
4812,БУЙНОВО,БОРИНО,СМОЛЯН
7753,БУЙНОВО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
5097,БУЙНОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
6966,БУК,КРУМОВГРАД,КЪРДЖАЛИ
7996,БУКАК,АНТОНОВО,ТЪРГОВИЩЕ
4763,БУКАТА,СМОЛЯН,СМОЛЯН
4782,БУКАЦИТЕ,СМОЛЯН,СМОЛЯН
4935,БУКОВА ПОЛЯНА,МАДАН,СМОЛЯН
3678,БУКОВЕЦ,БРУСАРЦИ,МОНТАНА
3242,БУКОВЕЦ,БЯЛА СЛАТИНА,ВРАЦА
5063,БУКОВЕЦ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3762,БУКОВЕЦ,ВИДИН,ВИДИН
2293,БУКОВЕЦ,СВОГЕ,СОФИЯ
5839,БУКОВЛЪК,ПЛЕВЕН,ПЛЕВЕН
2915,БУКОВО,ГОЦЕ ДЕЛЧЕВ,БЛАГОЕВГРАД
4930,БУКОВО,МАДАН,СМОЛЯН
4295,БУКОВО,ПЪРВОМАЙ,ПЛОВДИВ
2253,БУКОРОВЦИ,ГОДЕЧ,СОФИЯ
9115,БУЛАИР,ДОЛНИ ЧИФЛИК,ВАРНА
2539,БУНОВО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2074,БУНОВО,МИРКОВО,СОФИЯ
2791,БУНЦЕВО,ЯКОРУДА,БЛАГОЕВГРАД
2628,БУРАНОВО,КОЧЕРИНОВО,КЮСТЕНДИЛ
8000,БУРГАС,,БУРГАС
8124,БУРГАСКИ МИН. БАНИ,БУРГАС,БУРГАС
4998,БУРЕВО,НЕДЕЛИНО,СМОЛЯН
5424,БУРЯ,СЕВЛИЕВО,ГАБРОВО
2486,БУСИНЦИ,ТРЪН,ПЕРНИК
1520,БУСМАНЦИ,район ИСКЪР,СОФИЯ
3326,БУТАН,КОЗЛОДУЙ,ВРАЦА
5232,БУТОВО,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
4652,БУТРЕВА,ВЕЛИНГРАД,ПАЗАРДЖИК
2473,БУТРОИНЦИ,ТРЪН,ПЕРНИК
1830,БУХОВО,район КРЕМИКОВЦИ,СОФИЯ
7757,БУХОВЦИ,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
2236,БУЧИН ПРОХОД,КОСТИНБРОД,СОФИЯ
2742,БУЧИНО,БЛАГОЕВГРАД,БЛАГОЕВГРАД
5380,БУЧУКОВЦИ,ДРЯНОВО,ГАБРОВО
6058,БЪДЕЩЕ,СТАРА ЗАГОРА,СТАРА ЗАГОРА
3635,БЪЗОВЕЦ,ВЪЛЧЕДРЪМ,МОНТАНА
7168,БЪЗОВЕЦ,ДВЕ МОГИЛИ,РУСЕ
2555,БЪЗОВИЦА,ТРЕКЛЯНО,КЮСТЕНДИЛ
7077,БЪЗЪН,ВЕТОВО,РУСЕ
7944,БЪЛГАРАНОВО,ОМУРТАГ,ТЪРГОВИЩЕ
9660,БЪЛГАРЕВО,КАВАРНА,ДОБРИЧ
5923,БЪЛГАРЕНЕ,ЛЕВСКИ,ПЛЕВЕН
5583,БЪЛГАРЕНЕ,ЛОВЕЧ,ЛОВЕЧ
6274,БЪЛГАРЕНЕ,РАДНЕВО,СТАРА ЗАГОРА
5441,БЪЛГАРИ,СЕВЛИЕВО,ГАБРОВО
8274,БЪЛГАРИ,ЦАРЕВО,БУРГАС
6460,БЪЛГАРИН,ХАРМАНЛИ,ХАСКОВО
7544,БЪЛГАРКА,СИЛИСТРА,СИЛИСТРА
8110,БЪЛГАРОВО,БУРГАС,БУРГАС
6569,БЪЛГАРСКА ПОЛЯНА,ТОПОЛОВГРАД,ХАСКОВО
5733,БЪЛГАРСКИ ИЗВОР,ТЕТЕВЕН,ЛОВЕЧ
5284,БЪЛГАРСКО СЛИВОВО,СВИЩОВ,ВЕЛИКО ТЪРНОВО
2746,БЪЛГАРЧЕВО,БЛАГОЕВГРАД,БЛАГОЕВГРАД
6186,БЪНЗАРЕТО,МЪГЛИЖ,СТАРА ЗАГОРА
9117,БЪРДАРЕВО,ДОЛНИ ЧИФЛИК,ВАРНА
5360,БЪРДАРИТЕ,ТРЯВНА,ГАБРОВО
3259,БЪРДАРСКИ ГЕРАН,БЯЛА СЛАТИНА,ВРАЦА
5365,БЪРДЕНИ,ТРЯВНА,ГАБРОВО
2060,БЪРДО,ИХТИМАН,СОФИЯ
7448,БЪРДОКВА,ИСПЕРИХ,РАЗГРАД
6710,БЪРЗА РЕКА,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
6884,БЪРЗЕЯ,КИРКОВО,КЪРДЖАЛИ
3359,БЪРЗИНА,ХАЙРЕДИН,ВРАЦА
9274,БЪРЗИЦА,ПРОВАДИЯ,ВАРНА
3520,БЪРЗИЯ,БЕРКОВИЦА,МОНТАНА
5877,БЪРКАЧ,ДОЛНИ ДЪБНИК,ПЛЕВЕН
3245,БЪРКАЧЕВО,БЯЛА СЛАТИНА,ВРАЦА
2222,БЪРЛОЖНИЦА,СЛИВНИЦА,СОФИЯ
2255,БЪРЛЯ,ГОДЕЧ,СОФИЯ
4965,БЪРЧЕВО,РУДОЗЕМ,СМОЛЯН
4527,БЪТА,ПАНАГЮРИЩЕ,ПАЗАРДЖИК
4587,БЯГА,БРАЦИГОВО,ПАЗАРДЖИК
9824,БЯЛ БРЯГ,СМЯДОВО,ШУМЕН
6770,БЯЛ ИЗВОР,АРДИНО,КЪРДЖАЛИ
6073,БЯЛ ИЗВОР,ОПАН,СТАРА ЗАГОРА
8961,БЯЛ КЛАДЕНЕЦ,НОВА ЗАГОРА,СЛИВЕН
6377,БЯЛ КЛАДЕНЕЦ,СТАМБОЛОВО,ХАСКОВО
9101,БЯЛА,БЯЛА,ВАРНА
7100,БЯЛА,БЯЛА,РУСЕ
8850,БЯЛА,СЛИВЕН,СЛИВЕН
5932,БЯЛА ВОДА,БЕЛЕНЕ,ПЛЕВЕН
8171,БЯЛА ВОДА,МАЛКО ТЪРНОВО,БУРГАС
8892,БЯЛА ПАЛАНКА,ТВЪРДИЦА,СЛИВЕН
6662,БЯЛА ПОЛЯНА,КЪРДЖАЛИ,КЪРДЖАЛИ
9882,БЯЛА РЕКА,ВЪРБИЦА,ШУМЕН
4285,БЯЛА РЕКА,ПЪРВОМАЙ,ПЛОВДИВ
4966,БЯЛА РЕКА,РУДОЗЕМ,СМОЛЯН
5237,БЯЛА РЕКА,СУХИНДОЛ,ВЕЛИКО ТЪРНОВО
3200,БЯЛА СЛАТИНА,БЯЛА СЛАТИНА,ВРАЦА
5220,БЯЛА ЧЕРКВА,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
6590,БЯЛГРАДЕЦ,ИВАЙЛОВГРАД,ХАСКОВО
6656,БЯЛКА,КЪРДЖАЛИ,КЪРДЖАЛИ
5344,БЯЛКОВО,ГАБРОВО,ГАБРОВО
5084,БЯЛКОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
6054,БЯЛО ПОЛЕ,ОПАН,СТАРА ЗАГОРА
7422,ВАЗОВО,ИСПЕРИХ,РАЗГРАД
2060,ВАКАРЕЛ,ИХТИМАН,СОФИЯ
9672,ВАКЛИНО,ШАБЛА,ДОБРИЧ
2957,ВАКЛИНОВО,САТОВЧА,БЛАГОЕВГРАД
2590,ВАКСЕВО,НЕВЕСТИНО,КЮСТЕНДИЛ
5462,ВАЛЕВЦИ,СЕВЛИЕВО,ГАБРОВО
5099,ВАЛЕТО,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5911,ВАРАНА,ЛЕВСКИ,ПЛЕВЕН
4492,ВАРВАРА,СЕПТЕМВРИ,ПАЗАРДЖИК
8278,ВАРВАРА,ЦАРЕВО,БУРГАС
5281,ВАРДИМ,СВИЩОВ,ВЕЛИКО ТЪРНОВО
7780,ВАРДУН,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
9000,ВАРНА,,ВАРНА
7638,ВАРНЕНЦИ,ТУТРАКАН,СИЛИСТРА
6536,ВАРНИК,СВИЛЕНГРАД,ХАСКОВО
8338,ВАРОВНИК,СРЕДЕЦ,БУРГАС
9814,ВАСИЛ ДРУМЕВ,ШУМЕН,ШУМЕН
7571,ВАСИЛ ЛЕВСКИ,АЛФАТАР,СИЛИСТРА
4363,ВАСИЛ ЛЕВСКИ,КАРЛОВО,ПЛОВДИВ
6068,ВАСИЛ ЛЕВСКИ,ОПАН,СТАРА ЗАГОРА
7749,ВАСИЛ ЛЕВСКИ,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
9543,ВАСИЛЕВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
5576,ВАСИЛКОВСКА МАХАЛА,УГЪРЧИН,ЛОВЕЧ
3658,ВАСИЛОВЦИ,БРУСАРЦИ,МОНТАНА
2205,ВАСИЛОВЦИ,ДРАГОМАН,СОФИЯ
5723,ВАСИЛЬОВО,ТЕТЕВЕН,ЛОВЕЧ
6556,ВАСКОВО,ЛЮБИМЕЦ,ХАСКОВО
4364,ВЕДРАРЕ,КАРЛОВО,ПЛОВДИВ
9355,ВЕДРИНА,ДОБРИЧ,ДОБРИЧ
8447,ВЕДРОВО,СУНГУРЛАРЕ,БУРГАС
8457,ВЕЗЕНКОВО,СУНГУРЛАРЕ,БУРГАС
9941,ВЕКИЛСКИ,НИКОЛА КОЗЛЕВО,ШУМЕН
5351,ВЕЛЕНЦИ,ТРЯВНА,ГАБРОВО
6727,ВЕЛЕШАНИ,КЪРДЖАЛИ,КЪРДЖАЛИ
8271,ВЕЛИКА,ЦАРЕВО,БУРГАС
6431,ВЕЛИКАН,ДИМИТРОВГРАД,ХАСКОВО
6845,ВЕЛИКДЕНЧЕ,ДЖЕБЕЛ,КЪРДЖАЛИ
7916,ВЕЛИКДЕНЧЕ,ОМУРТАГ,ТЪРГОВИЩЕ
9850,ВЕЛИКИ ПРЕСЛАВ,ВЕЛИКИ ПРЕСЛАВ,ШУМЕН
5000,ВЕЛИКО ТЪРНОВО,,ВЕЛИКО ТЪРНОВО
9547,ВЕЛИКОВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
6282,ВЕЛИКОВО,ГЪЛЪБОВО,СТАРА ЗАГОРА
7964,ВЕЛИКОВЦИ,АНТОНОВО,ТЪРГОВИЩЕ
4600,ВЕЛИНГРАД,ВЕЛИНГРАД,ПАЗАРДЖИК
9793,ВЕЛИНО,ШУМЕН,ШУМЕН
2476,ВЕЛИНОВО,ТРЪН,ПЕРНИК
8458,ВЕЛИСЛАВ,СУНГУРЛАРЕ,БУРГАС
7941,ВЕЛИЧКА,ОМУРТАГ,ТЪРГОВИЩЕ
9263,ВЕЛИЧКОВО,ДЪЛГОПОЛ,ВАРНА
4413,ВЕЛИЧКОВО,ПАЗАРДЖИК,ПАЗАРДЖИК
5365,ВЕЛКОВО,ТРЯВНА,ГАБРОВО
2375,ВЕЛКОВЦИ,БРЕЗНИК,ПЕРНИК
5343,ВЕЛКОВЦИ,ГАБРОВО,ГАБРОВО
5097,ВЕЛКОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5643,ВЕЛЧЕВО,АПРИЛЦИ,ЛОВЕЧ
5032,ВЕЛЧЕВО,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
5367,ВЕЛЧОВЦИ,ТРЯВНА,ГАБРОВО
7985,ВЕЛЬОВО,АНТОНОВО,ТЪРГОВИЩЕ
5070,ВЕЛЮВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
2849,ВЕЛЮЩЕЦ,СТРУМЯНИ,БЛАГОЕВГРАД
9119,ВЕНЕЛИН,ДОЛНИ ЧИФЛИК,ВАРНА
9751,ВЕНЕЦ,ВЕНЕЦ,ШУМЕН
8473,ВЕНЕЦ,КАРНОБАТ,БУРГАС
6078,ВЕНЕЦ,ОПАН,СТАРА ЗАГОРА
2066,ВЕНКОВЕЦ,ИХТИМАН,СОФИЯ
9219,ВЕНЧАН,ПРОВАДИЯ,ВАРНА
6244,ВЕРЕН,БРАТЯ ДАСКАЛОВИ,СТАРА ЗАГОРА
7957,ВЕРЕНЦИ,ОМУРТАГ,ТЪРГОВИЩЕ
2063,ВЕРИНСКО,ИХТИМАН,СОФИЯ
6710,ВЕРСКО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
7327,ВЕСЕЛЕЦ,ЗАВЕТ,РАЗГРАД
7942,ВЕСЕЛЕЦ,ОМУРТАГ,ТЪРГОВИЩЕ
8145,ВЕСЕЛИЕ,ПРИМОРСКО,БУРГАС
5094,ВЕСЕЛИНА,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
7289,ВЕСЕЛИНА,ЛОЗНИЦА,РАЗГРАД
9828,ВЕСЕЛИНОВО,СМЯДОВО,ШУМЕН
8632,ВЕСЕЛИНОВО,ТУНДЖА,ЯМБОЛ
3053,ВЕСЛЕЦ,ВРАЦА,ВРАЦА
7080,ВЕТОВО,ВЕТОВО,РУСЕ
8127,ВЕТРЕН,БУРГАС,БУРГАС
6175,ВЕТРЕН,МЪГЛИЖ,СТАРА ЗАГОРА
2579,ВЕТРЕН,НЕВЕСТИНО,КЮСТЕНДИЛ
4480,ВЕТРЕН,СЕПТЕМВРИ,ПАЗАРДЖИК
7588,ВЕТРЕН,СИЛИСТРА,СИЛИСТРА
4493,ВЕТРЕН ДОЛ,СЕПТЕМВРИ,ПАЗАРДЖИК
9220,ВЕТРИНО,ВЕТРИНО,ВАРНА
5066,ВЕТРИНЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
9809,ВЕТРИЩЕ,ШУМЕН,ШУМЕН
5300,ВЕТРОВО,ГАБРОВО,ГАБРОВО
6591,ВЕТРУШКА,ИВАЙЛОВГРАД,ХАСКОВО
4924,ВЕХТИНО,МАДАН,СМОЛЯН
9818,ВЕХТОВО,ШУМЕН,ШУМЕН
3918,ВЕЩИЦА,БЕЛОГРАДЧИК,ВИДИН
6156,ВИДЕН,ПАВЕЛ БАНЯ,СТАРА ЗАГОРА
3700,ВИДИН,,ВИДИН
8671,ВИДИНЦИ,ТУНДЖА,ЯМБОЛ
3478,ВИДЛИЦА,ГЕОРГИ ДАМЯНОВО,МОНТАНА
9668,ВИДНО,КАВАРНА,ДОБРИЧ
2495,ВИДРАР,ТРЪН,ПЕРНИК
2166,ВИДРАРЕ,ПРАВЕЦ,СОФИЯ
2364,ВИДРИЦА,БРЕЗНИК,ПЕРНИК
4748,ВИЕВО,СМОЛЯН,СМОЛЯН
8167,ВИЗИЦА,МАЛКО ТЪРНОВО,БУРГАС
5035,ВИЛАРЕ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3773,ВИНАРОВО,НОВО СЕЛО,ВИДИН
6238,ВИНАРОВО,ЧИРПАН,СТАРА ЗАГОРА
8118,ВИНАРСКО,КАМЕНО,БУРГАС
6375,ВИНЕВО,МИНЕРАЛНИ БАНИ,ХАСКОВО
4284,ВИНИЦА,ПЪРВОМАЙ,ПЛОВДИВ
3482,ВИНИЩЕ,МОНТАНА,МОНТАНА
5171,ВИНОГРАД,СТРАЖИЦА,ВЕЛИКО ТЪРНОВО
4487,ВИНОГРАДЕЦ,СЕПТЕМВРИ,ПАЗАРДЖИК
2822,ВИНОГРАДИ,САНДАНСКИ,БЛАГОЕВГРАД
3455,ВИРОВЕ,МОНТАНА,МОНТАНА
3057,ВИРОВСКО,ВРАЦА,ВРАЦА
6591,ВИС,ИВАЙЛОВГРАД,ХАСКОВО
2358,ВИСКЯР,ПЕРНИК,ПЕРНИК
7955,ВИСОК,ОМУРТАГ,ТЪРГОВИЩЕ
6744,ВИСОКА,КЪРДЖАЛИ,КЪРДЖАЛИ
2665,ВИСОКА МОГИЛА,БОБОШЕВО,КЮСТЕНДИЛ
9765,ВИСОКА ПОЛЯНА,ХИТРИНО,ШУМЕН
6678,ВИСОКА ПОЛЯНА,КЪРДЖАЛИ,КЪРДЖАЛИ
4921,ВИСОКИТЕ,МАДАН,СМОЛЯН
5098,ВИСОКОВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
2354,ВИТАНОВЦИ,ПЕРНИК,ПЕРНИК
4975,ВИТИНА,РУДОЗЕМ,СМОЛЯН
2800,ВИХРЕН,САНДАНСКИ,БЛАГОЕВГРАД
9563,ВИЧЕВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
2213,ВИШАН,ДРАГОМАН,СОФИЯ
6646,ВИШЕГРАД,КЪРДЖАЛИ,КЪРДЖАЛИ
