,0
убития,27
настояват,27
писмо,27
контрол,27
любов,27
кореспондентът,27
региона,27
коментар,27
акция,27
румяна,27
история,27
животът,26
сочат,26
фейсбук,26
трите,26
сдс,26
другия,26
нарушения,26
мартин,26
вината,26
органи,26
стефан,26
ахмед,26
ловеч,26
софийска,26
закон,26
семеен,26
нанасяне,26
катастрофата,26
фонд,26
следобед,26
оказва,26
важно,26
носи,26
стреля,26
георгиева,26
услуги,26
едното,26
палата,26
отбеляза,26
заболяване,26
кръв,26
никакъв,26
анимус,26
големи,26
проф,26
министърът,26
пол,26
улицата,26
преглед,26
липсата,26
наказания,26
жалби,26
фирмата,25
бебето,25
одмвр,25
другият,25
нападната,25
здравето,25
шофьор,25
обясниха,25
сексуално,25
момиченце,25
корема,25
даная,25
мозъчна,25
привлечен,25
крака,25
началник,25
властите,25
заседание,25
можем,25
аутопсия,25
лекари,25
заявиха,25
добър,25
франция,25
темата,25
рашков,25
какви,25
ангел,25
трагедията,25
искал,25
отношения,25
отиде,25
радослав,25
дела,25
вещи,25
вземат,25
мирослава,25
самият,25
възрастни,25
задържането,25
районното,25
районният,25
плевен,25
мъчителен,24
губи,24
цветан,24
жестокост,24
отказаха,24
издирването,24
област,24
малкото,24
ангелов,24
поясни,24
дал,24
преби,24
убил,24
вода,24
албена,24
вместо,24
източници,24
стоянова,24
сериозни,24
предполага,24
мъртва,24
пълни,24
антония,24
намерени,24
даже,24
фокус,24
участие,24
софийски,24
откарана,24
жестокото,24
системно,24
петков,24
възможност,24
проверката,24
сами,24
посочва,24
служби,24
кърджали,24
николова,24
измама,24
тримата,24
нейни,24
наложи,23
бившата,23
правителството,23
сигурност,23
асоциация,23
потвърди,23
кмета,23
хасково,23
попова,23
ученик,23
пребил,23
спре,23
карта,23
ситуация,23
посока,23
дарина,23
бял,23
смятат,23
съсед,23
трябваше,23
надявам,23
направят,23
процес,23
боряна,23
първа,23
градски,23
тръгва,23
дават,23
районен,23
акцията,23
постоянен,23
настанени,23
тип,23
дълго,23
сумата,23
система,23
оттам,23
статистиката,23
входа,23
помага,23
постоянна,23
река,22
направила,22
нанесени,22
никого,22
всичките,22
партия,22
пуснат,22
габриела,22
желание,22
милена,22
стигне,22
извършва,22
стават,22
нейния,22
законът,22
росен,22
монтана,22
пореден,22
българската,22
бойко,22
отбраната,22
какъв,22
промяна,22
паднала,22
вероника,22
някъде,22
съжаление,22
означава,22
махала,22
моята,22
събраха,22
започнала,22
получават,22
някакви,22
десетки,22
ваня,22
обжалване,22
територията,22
кома,22
веднъж,22
взема,22
нейна,22
намерен,22
никакви,22
диана,22
причини,22
нападателите,22
църква,22
полунощ,22
млад,22
адрес,22
центрове,22
подробности,22
казала,22
престъпна,22
магазин,22
реална,21
риск,21
решава,21
ктб,21
петко,21
мирослав,21
добрев,21
скандали,21
резултатите,21
документ,21
защитата,21
убити,21
същата,21
временно,21
тереза,21
четирима,21
истанбулската,21
телесни,21
гърция,21
единственото,21
бсп,21
гърдите,21
етап,21
рана,21
характер,21
свой,21
адреса,21
свързани,21
лечението,21
оставя,21
обяд,21
установили,21
студиото,21
подават,21
вторник,21
направили,21
опита,21
снимки,21
спор,21
квартала,21
потърси,21
колкото,21
новините,21
намери,21
вземане,21
трети,21
предвид,21
страни,21
страхува,21
наред,21
коли,21
българските,21
потвърдиха,21
казанлък,21
съдебен,21
политически,21
непълнолетни,21
видял,21
въпроса,21
другото,21
събрани,21
катастрофа,21
закани,21
местните,21
линия,21
заведението,21
свят,21
образованието,21
проведе,21
линейката,21
институции,21
наблюдаващият,21
посегателство,21
извършване,21
първоначален,20
младежи,20
бита,20
нашата,20
седем,20
съществува,20
снимка,20
опитал,20
решили,20
започне,20
системата,20
симона,20
възникнал,20
трета,20
говорят,20
главния,20
вика,20
експерти,20
отрече,20
съучениците,20
храна,20
протести,20
частен,20
нападнал,20
председателят,20
особена,20
помагат,20
бившият,20
половин,20
емилия,20
младежът,20
насилникът,20
гимназия,20
дроб,20
закана,20
поведението,20
собственост,20
увреждания,20
телефонна,20
тема,20
социалната,20
месеци,20
депутатите,20
дебора,20
местната,20
повдигнати,20
изгаряния,20
освободен,20
шофьорът,20
уточняват,20
аутопсията,20
проблемите,20
отвличане,20
търговище,20
разговор,20
въпроси,20
остана,20
организацията,20
неговите,20
детски,20
значи,20
линейка,20
вътре,20
изобщо,20
македония,20
използва,20
нападение,20
удара,20
благодарение,20
ръце,20
насилника,20
случката,20
неговото,20
нямам,20
единственият,20
искаме,20
ето,20
техните,19
хулигански,19
привлече,19
събраните,19
задържания,19
власти,19
настоява,19
заподозрян,19
държавното,19
обект,19
втората,19
период,19
атанас,19
вътрешният,19
искала,19
лошо,19
изтъкна,19
обявена,19
служба,19
учителите,19
силно,19
осем,19
подаде,19
кампания,19
журналисти,19
блудство,19
опасен,19
започнал,19
известно,19
щом,19
досъдебното,19
колеги,19
гръб,19
станали,19
регистрация,19
венцислав,19
лесно,19
личен,19
искането,19
ситуацията,19
