Title,URL,Source,Type,DateTime,Article,Location,Keywords1,Keywords2
"Почина Донка Стамболийска, съпруга на Иван Гарелов",https://btvnovinite.bg/bulgaria/pochina-donka-stambolijska-sapruga-na-ivan-garelov.html,btvnovinite.bg,TV news,15:55 18.04.2023,"Почина радиожурналистката Донка Стамболийска, съпруга на Иван Гарелов. Тъжната вест съобщи Гарелов. Съпругата му е починала след кратко боледуване. Донка Стамболийска е един от най-известните гласове на БНР, където работи дълги години.",,съпруга, почина
