,0
ямбол,9
оттам,9
живеели,9
излязат,9
определи,9
строг,9
травма,9
касационен,9
подаде,9
станали,9
проверява,9
плевен,9
освободен,9
изнасилил,9
приятеля,9
експерт,9
втория,9
дават,9
следващия,9
социалната,9
лерца,9
председателят,9
удара,9
пострадалия,9
телата,9
въпроси,9
медиците,9
испания,9
коронавирус,9
каквото,9
умира,9
рзи,9
адвокати,9
интернет,9
изстрела,9
посока,9
установени,9
разследват,9
газов,9
столична,9
собствената,9
вас,9
шефът,9
свои,9
първоначален,9
кризисните,8
разиграла,8
sos,8
кризисният,8
метри,8
преглед,8
зона,8
дунав,8
убиеца,8
ударена,8
стабилно,8
успя,8
обади,8
защитник,8
сериозно,8
партньори,8
цели,8
куфар,8
карина,8
роднина,8
тодор,8
носи,8
задържания,8
описват,8
решила,8
йоана,8
ясна,8
статистиката,8
приемната,8
движението,8
започнал,8
насилникът,8
секретар,8
река,8
извършители,8
демерджиев,8
негова,8
протестиращите,8
коментар,8
тримата,8
парламент,8
официална,8
знаят,8
постъпил,8
реална,8
клуб,8
прокурорът,8
тема,8
акцията,8
изобщо,8
средна,8
спешност,8
входната,8
никакъв,8
заведението,8
размер,8
десетки,8
сграда,8
народното,8
христова,8
внучката,8
изясняват,8
възможността,8
моя,8
владимирова,8
вземат,8
изрази,8
ученици,8
групи,8
украйна,8
проекта,8
взети,8
иран,8
заловен,8
ограбена,8
бул,8
получила,8
самоличността,8
разкрити,8
получават,8
работници,8
младежът,8
лятото,8
следващите,8
ръката,8
първоначални,8
убиецът,8
случайно,8
обявиха,8
смяна,8
документите,8
квартала,8
сума,8
пробация,8
болка,8
спор,8
кражби,8
трагедия,8
операцията,8
починал,8
сметка,8
откриват,8
грешка,8
сутрешния,8
прояви,8
постройка,8
бюро,8
самата,8
вода,8
касае,8
юли,8
траур,8
техни,8
сряда,8
прибрала,8
разказ,8
българско,8
полицейското,8
подобно,8
фатален,8
изясняване,8
повод,8
министърът,8
фанка,8
държава,8
предвид,8
найденова,8
спре,8
потресени,8
компания,8
отговаря,8
трета,8
август,8
държавната,8
международна,8
отказ,8
нашата,8
шумен,8
нанесени,8
ботевград,8
иванова,8
спокойно,8
динамика,8
шофьора,8
успял,8
говорител,8
фонда,8
прецени,8
свидетелите,8
софийската,8
двата,8
анализ,8
попова,8
ахмед,8
половин,8
материали,8
очакват,8
диагноза,8
отказаха,8
хюриет,8
шест,8
симона,8
незаконно,8
образувала,8
човека,8
веществени,8
твърде,8
решили,8
социална,8
екипа,8
